"County, State",Type,Value
"Tuolumne, CA",HousPrices,320000.0
"Butte, CA",HousPrices,345000.0
"Tehama, CA",HousPrices,269900.0
"Lake, CA",HousPrices,288000.0
"Marin, CA",HousPrices,1275000.0
"Kings, CA",HousPrices,270000.0
"Merced, CA",HousPrices,309999.5
"Madera, CA",HousPrices,330000.0
"Amador, CA",HousPrices,369450.0
"San Luis Obispo, CA",HousPrices,690000.0
"Lassen, CA",HousPrices,220000.0
"Santa Cruz, CA",HousPrices,885000.0
"Los Angeles, CA",HousPrices,689000.0
"Contra Costa, CA",HousPrices,620000.0
"Glenn, CA",HousPrices,299000.0
"Alameda, CA",HousPrices,827880.0
"Sacramento, CA",HousPrices,389900.0
"Inyo, CA",HousPrices,379000.0
"Kern, CA",HousPrices,255000.0
"Sonoma, CA",HousPrices,699000.0
"San Bernardino, CA",HousPrices,350000.0
"Ventura, CA",HousPrices,649900.0
"Riverside, CA",HousPrices,414990.0
"San Joaquin, CA",HousPrices,399990.0
"Santa Clara, CA",HousPrices,1099956.0
"Tulare, CA",HousPrices,269900.0
"Stanislaus, CA",HousPrices,349500.0
"Colusa, CA",HousPrices,344900.0
"Del Norte, CA",HousPrices,299950.0
"San Francisco, CA",HousPrices,1349000.0
"San Diego, CA",HousPrices,655900.0
"Plumas, CA",HousPrices,369000.0
"Mariposa, CA",HousPrices,335000.0
"Fresno, CA",HousPrices,309590.0
"Orange, CA",HousPrices,798000.0
"San Mateo, CA",HousPrices,1388000.0
"Santa Barbara, CA",HousPrices,999000.0
"Alpine, CA",HousPrices,425000.0
"Teller, CO",HousPrices,365000.0
"Morgan, CO",HousPrices,285000.0
"Montrose, CO",HousPrices,355000.0
"Pueblo, CO",HousPrices,221000.0
"Douglas, CO",HousPrices,522500.0
"Huerfano, CO",HousPrices,287000.0
"Grand, CO",HousPrices,549000.0
"El Paso, CO",HousPrices,367900.0
"San Miguel, CO",HousPrices,1900000.0
"Boulder, CO",HousPrices,585000.0
"Lake, CO",HousPrices,319000.0
"Hinsdale, CO",HousPrices,495000.0
"Jefferson, CO",HousPrices,465000.0
"Summit, CO",HousPrices,645000.0
"Park, CO",HousPrices,399000.0
"Weld, CO",HousPrices,366990.0
"Mineral, CO",HousPrices,419900.0
"Denver, CO",HousPrices,479000.0
"Archuleta, CO",HousPrices,442500.0
"Elbert, CO",HousPrices,549985.0
"Las Animas, CO",HousPrices,199900.0
"Arapahoe, CO",HousPrices,399000.0
"Gunnison, CO",HousPrices,623500.0
"Alamosa, CO",HousPrices,219000.0
"Rio Grande, CO",HousPrices,325000.0
"Rio Blanco, CO",HousPrices,228950.0
"Fremont, CO",HousPrices,279000.0
"Larimer, CO",HousPrices,400000.0
"Clear Creek, CO",HousPrices,397904.0
"Costilla, CO",HousPrices,159500.0
"Moffat, CO",HousPrices,199900.0
"Gilpin, CO",HousPrices,479000.0
"Chaffee, CO",HousPrices,474900.0
"Routt, CO",HousPrices,699000.0
"Delta, CO",HousPrices,339500.0
"Adams, CO",HousPrices,375000.0
"Eagle, CO",HousPrices,1240000.0
"La Plata, CO",HousPrices,505000.0
"Broomfield, CO",HousPrices,489900.0
"Garfield, CO",HousPrices,475000.0
"Pitkin, CO",HousPrices,2895000.0
"Ouray, CO",HousPrices,599000.0
"Saguache, CO",HousPrices,285000.0
"Montezuma, CO",HousPrices,343950.0
"Custer, CO",HousPrices,414000.0
"Mesa, CO",HousPrices,299900.0
"New Haven, CT",HousPrices,259900.0
"Windham, CT",HousPrices,239450.0
"Hartford, CT",HousPrices,247450.0
"Litchfield, CT",HousPrices,305000.0
"Fairfield, CT",HousPrices,572214.0
"Middlesex, CT",HousPrices,315000.0
"New London, CT",HousPrices,268500.0
"Tolland, CT",HousPrices,264450.0
"District of Columbia, DC",HousPrices,599900.0
"New Castle, DE",HousPrices,261704.5
"Sussex, DE",HousPrices,354900.0
"Kent, DE",HousPrices,260000.0
"Calhoun, FL",HousPrices,172900.0
"Duval, FL",HousPrices,224000.0
"Monroe, FL",HousPrices,733000.0
"Suwannee, FL",HousPrices,179450.0
"Lee, FL",HousPrices,273240.0
"Baker, FL",HousPrices,211400.5
"Holmes, FL",HousPrices,160000.0
"Washington, FL",HousPrices,202449.5
"Saint Johns, FL",HousPrices,359000.0
"Gadsden, FL",HousPrices,155000.0
"Brevard, FL",HousPrices,257500.0
"Columbia, FL",HousPrices,198144.0
"Charlotte, FL",HousPrices,253200.0
"Clay, FL",HousPrices,236990.0
"Madison, FL",HousPrices,155000.0
"Polk, FL",HousPrices,224990.0
"Okaloosa, FL",HousPrices,319000.0
"Santa Rosa, FL",HousPrices,260275.0
"Bay, FL",HousPrices,282900.0
"Jackson, FL",HousPrices,139900.0
"Glades, FL",HousPrices,169000.0
"Nassau, FL",HousPrices,316490.0
"Pinellas, FL",HousPrices,294000.0
"Seminole, FL",HousPrices,305947.5
"Martin, FL",HousPrices,369500.0
"Palm Beach, FL",HousPrices,349900.0
"Leon, FL",HousPrices,222500.0
"Saint Lucie, FL",HousPrices,249900.0
"Dixie, FL",HousPrices,164950.0
"Lake, FL",HousPrices,264000.0
"Putnam, FL",HousPrices,169900.0
"Escambia, FL",HousPrices,243450.0
"Volusia, FL",HousPrices,248500.0
"Sumter, FL",HousPrices,274000.0
"Flagler, FL",HousPrices,279900.0
"De Soto, FL",HousPrices,212000.0
"Gilchrist, FL",HousPrices,215000.0
"Collier, FL",HousPrices,415000.0
"Manatee, FL",HousPrices,325000.0
"Marion, FL",HousPrices,195900.0
"Pasco, FL",HousPrices,243245.0
"Highlands, FL",HousPrices,164900.0
"Bradford, FL",HousPrices,199900.0
"Miami-Dade, FL",HousPrices,399000.0
"Wakulla, FL",HousPrices,235800.0
"Sarasota, FL",HousPrices,339000.0
"Hillsborough, FL",HousPrices,274900.0
"Lafayette, FL",HousPrices,199500.0
"Broward, FL",HousPrices,310000.0
"Osceola, FL",HousPrices,272990.0
"Franklin, FL",HousPrices,399000.0
"Alachua, FL",HousPrices,239790.0
"Levy, FL",HousPrices,229000.0
"Gulf, FL",HousPrices,369950.0
"Walton, FL",HousPrices,599900.0
"Okeechobee, FL",HousPrices,199000.0
"Citrus, FL",HousPrices,185900.0
"Hardee, FL",HousPrices,189700.0
"Taylor, FL",HousPrices,159900.0
"Hendry, FL",HousPrices,179200.0
"Orange, FL",HousPrices,325000.0
"Hernando, FL",HousPrices,199900.0
"Indian River, FL",HousPrices,289000.0
"Columbia, GA",HousPrices,249900.0
"Bibb, GA",HousPrices,138000.0
"Mitchell, GA",HousPrices,97450.0
"Paulding, GA",HousPrices,239000.0
"Gwinnett, GA",HousPrices,290000.0
"Pulaski, GA",HousPrices,149500.0
"Lanier, GA",HousPrices,144000.0
"Newton, GA",HousPrices,209500.0
"Bartow, GA",HousPrices,204117.5
"Washington, GA",HousPrices,119950.0
"Whitfield, GA",HousPrices,175000.0
"Dawson, GA",HousPrices,289900.0
"Putnam, GA",HousPrices,300000.0
"Butts, GA",HousPrices,195000.0
"Walker, GA",HousPrices,161990.0
"Fayette, GA",HousPrices,359945.0
"Lowndes, GA",HousPrices,159900.0
"Union, GA",HousPrices,249900.0
"Fannin, GA",HousPrices,379000.0
"Clarke, GA",HousPrices,215000.0
"Gordon, GA",HousPrices,184200.0
"Carroll, GA",HousPrices,199900.0
"Early, GA",HousPrices,134900.0
"Franklin, GA",HousPrices,205000.0
"Charlton, GA",HousPrices,157500.0
"Emanuel, GA",HousPrices,129900.0
"Douglas, GA",HousPrices,221990.0
"Burke, GA",HousPrices,178400.0
"Glynn, GA",HousPrices,374900.0
"Towns, GA",HousPrices,282700.0
"Meriwether, GA",HousPrices,139900.0
"Taylor, GA",HousPrices,132450.0
"Fulton, GA",HousPrices,350000.0
"Barrow, GA",HousPrices,225000.0
"Spalding, GA",HousPrices,180000.0
"Troup, GA",HousPrices,178700.0
"Catoosa, GA",HousPrices,209900.0
"Houston, GA",HousPrices,205250.0
"Dougherty, GA",HousPrices,87500.0
"Dodge, GA",HousPrices,124900.0
"Liberty, GA",HousPrices,149000.0
"Crawford, GA",HousPrices,150000.0
"Bulloch, GA",HousPrices,174700.0
"Rockdale, GA",HousPrices,225000.0
"Crisp, GA",HousPrices,179500.0
"Candler, GA",HousPrices,194900.0
"Coweta, GA",HousPrices,300400.0
"Floyd, GA",HousPrices,179800.0
"Worth, GA",HousPrices,149950.0
"Jackson, GA",HousPrices,264500.0
"Walton, GA",HousPrices,280900.0
"Dekalb, GA",HousPrices,285000.0
"Peach, GA",HousPrices,180900.0
"Banks, GA",HousPrices,221721.0
"Lee, GA",HousPrices,185000.0
"Screven, GA",HousPrices,109000.0
"Stephens, GA",HousPrices,158400.0
"Colquitt, GA",HousPrices,179900.0
"Henry, GA",HousPrices,234437.5
"Thomas, GA",HousPrices,197750.0
"Gilmer, GA",HousPrices,269824.5
"Madison, GA",HousPrices,212900.0
"Oglethorpe, GA",HousPrices,218900.0
"Cherokee, GA",HousPrices,339000.0
"Berrien, GA",HousPrices,144900.0
"Monroe, GA",HousPrices,319900.0
"Habersham, GA",HousPrices,239900.0
"Sumter, GA",HousPrices,136000.0
"Coffee, GA",HousPrices,134900.0
"White, GA",HousPrices,219000.0
"Upson, GA",HousPrices,149500.0
"Dade, GA",HousPrices,229000.0
"Ware, GA",HousPrices,129900.0
"Toombs, GA",HousPrices,149900.0
"Murray, GA",HousPrices,162445.0
"Elbert, GA",HousPrices,152450.0
"Clayton, GA",HousPrices,155000.0
"Chatham, GA",HousPrices,264715.0
"Greene, GA",HousPrices,482450.0
"Rabun, GA",HousPrices,319000.0
"Pierce, GA",HousPrices,184900.0
"Decatur, GA",HousPrices,177000.0
"Brooks, GA",HousPrices,145400.0
"Polk, GA",HousPrices,158950.0
"Oconee, GA",HousPrices,385450.0
"Brantley, GA",HousPrices,129900.0
"Long, GA",HousPrices,181300.0
"Bryan, GA",HousPrices,284450.0
"Wayne, GA",HousPrices,171950.0
"Richmond, GA",HousPrices,129900.0
"Morgan, GA",HousPrices,345000.0
"Hart, GA",HousPrices,228000.0
"Camden, GA",HousPrices,214900.0
"Haralson, GA",HousPrices,188300.0
"Cobb, GA",HousPrices,325000.0
"Grady, GA",HousPrices,175000.0
"Pike, GA",HousPrices,287450.0
"Hall, GA",HousPrices,300000.0
"Effingham, GA",HousPrices,224222.5
"Appling, GA",HousPrices,154000.0
"Forsyth, GA",HousPrices,390000.0
"Pickens, GA",HousPrices,299700.0
"Muscogee, GA",HousPrices,129900.0
"Lumpkin, GA",HousPrices,280000.0
"Tattnall, GA",HousPrices,124900.0
"Jones, GA",HousPrices,183762.0
"Chattooga, GA",HousPrices,109450.0
"Lamar, GA",HousPrices,189500.0
"Laurens, GA",HousPrices,162644.0
"McIntosh, GA",HousPrices,238750.0
"Harris, GA",HousPrices,292900.0
"Honolulu, HI",HousPrices,638888.0
"Maui, HI",HousPrices,799000.0
"Kauai, HI",HousPrices,875000.0
"Hawaii, HI",HousPrices,400000.0
"Floyd, IA",HousPrices,99500.0
"Montgomery, IA",HousPrices,89900.0
"Clarke, IA",HousPrices,129950.0
"Iowa, IA",HousPrices,130950.0
"Franklin, IA",HousPrices,118450.0
"Mitchell, IA",HousPrices,109000.0
"Hardin, IA",HousPrices,85900.0
"Buchanan, IA",HousPrices,137250.0
"Woodbury, IA",HousPrices,151000.0
"Polk, IA",HousPrices,216700.0
"Calhoun, IA",HousPrices,75000.0
"Greene, IA",HousPrices,89250.0
"Jasper, IA",HousPrices,134450.0
"Delaware, IA",HousPrices,185000.0
"Crawford, IA",HousPrices,114900.0
"Lee, IA",HousPrices,104500.0
"Winneshiek, IA",HousPrices,179900.0
"Sioux, IA",HousPrices,180950.0
"Washington, IA",HousPrices,162400.0
"Marion, IA",HousPrices,189450.0
"Audubon, IA",HousPrices,89500.0
"Cedar, IA",HousPrices,176900.0
"Jefferson, IA",HousPrices,145000.0
"Dubuque, IA",HousPrices,209450.0
"Tama, IA",HousPrices,116000.0
"Clay, IA",HousPrices,134900.0
"Johnson, IA",HousPrices,275000.0
"Black Hawk, IA",HousPrices,154900.0
"Pottawattamie, IA",HousPrices,159000.0
"Dickinson, IA",HousPrices,295000.0
"Wapello, IA",HousPrices,90000.0
"Story, IA",HousPrices,235650.0
"Winnebago, IA",HousPrices,110000.0
"Buena Vista, IA",HousPrices,132000.0
"Des Moines, IA",HousPrices,129900.0
"Jackson, IA",HousPrices,204900.0
"Muscatine, IA",HousPrices,134900.0
"Cherokee, IA",HousPrices,91200.0
"Boone, IA",HousPrices,149900.0
"Cerro Gordo, IA",HousPrices,159000.0
"Mills, IA",HousPrices,217000.0
"Allamakee, IA",HousPrices,140000.0
"Linn, IA",HousPrices,195000.0
"Shelby, IA",HousPrices,129000.0
"Butler, IA",HousPrices,122900.0
"Dallas, IA",HousPrices,285000.0
"Warren, IA",HousPrices,249900.0
"Chickasaw, IA",HousPrices,124900.0
"Union, IA",HousPrices,84000.0
"Appanoose, IA",HousPrices,90000.0
"Benton, IA",HousPrices,159975.0
"O Brien, IA",HousPrices,136950.0
"Fremont, IA",HousPrices,87700.0
"Van Buren, IA",HousPrices,109000.0
"Davis, IA",HousPrices,159900.0
"Decatur, IA",HousPrices,89500.0
"Wright, IA",HousPrices,114250.0
"Hamilton, IA",HousPrices,134900.0
"Bremer, IA",HousPrices,167500.0
"Lucas, IA",HousPrices,99500.0
"Henry, IA",HousPrices,149500.0
"Webster, IA",HousPrices,116400.0
"Plymouth, IA",HousPrices,199900.0
"Poweshiek, IA",HousPrices,169000.0
"Cass, IA",HousPrices,95000.0
"Mahaska, IA",HousPrices,124950.0
"Fayette, IA",HousPrices,89900.0
"Kossuth, IA",HousPrices,107499.0
"Clinton, IA",HousPrices,86000.0
"Hancock, IA",HousPrices,114900.0
"Marshall, IA",HousPrices,122900.0
"Carroll, IA",HousPrices,148500.0
"Louisa, IA",HousPrices,126500.0
"Scott, IA",HousPrices,229900.0
"Madison, IA",HousPrices,200000.0
"Page, IA",HousPrices,79900.0
"Jones, IA",HousPrices,154000.0
"Bonneville, ID",HousPrices,260000.0
"Blaine, ID",HousPrices,925000.0
"Fremont, ID",HousPrices,335000.0
"Latah, ID",HousPrices,269500.0
"Jefferson, ID",HousPrices,320000.0
"Teton, ID",HousPrices,497000.0
"Madison, ID",HousPrices,274900.0
"Gooding, ID",HousPrices,183200.0
"Elmore, ID",HousPrices,219900.0
"Cassia, ID",HousPrices,240000.0
"Bonner, ID",HousPrices,447000.0
"Twin Falls, ID",HousPrices,247300.0
"Nez Perce, ID",HousPrices,254950.0
"Jerome, ID",HousPrices,219500.0
"Bannock, ID",HousPrices,224900.0
"Boundary, ID",HousPrices,330500.0
"Idaho, ID",HousPrices,291500.0
"Valley, ID",HousPrices,429500.0
"Washington, ID",HousPrices,235000.0
"Franklin, ID",HousPrices,299895.0
"Canyon, ID",HousPrices,276900.0
"Ada, ID",HousPrices,379900.0
"Kootenai, ID",HousPrices,379900.0
"Custer, ID",HousPrices,282450.0
"Lemhi, ID",HousPrices,297000.0
"Adams, ID",HousPrices,337000.0
"Lewis, ID",HousPrices,155000.0
"Boise, ID",HousPrices,349000.0
"Monroe, IL",HousPrices,234950.0
"Mason, IL",HousPrices,78500.0
"Champaign, IL",HousPrices,165900.0
"McDonough, IL",HousPrices,79000.0
"Williamson, IL",HousPrices,129000.0
"Sangamon, IL",HousPrices,141900.0
"Stephenson, IL",HousPrices,106000.0
"Tazewell, IL",HousPrices,131950.0
"White, IL",HousPrices,76450.0
"Moultrie, IL",HousPrices,107500.0
"Putnam, IL",HousPrices,153500.0
"DuPage, IL",HousPrices,339999.5
"Macoupin, IL",HousPrices,95000.0
"Jersey, IL",HousPrices,145000.0
"Carroll, IL",HousPrices,143900.0
"Massac, IL",HousPrices,84900.0
"Effingham, IL",HousPrices,168450.0
"Jo Daviess, IL",HousPrices,189900.0
"Johnson, IL",HousPrices,169900.0
"Christian, IL",HousPrices,79900.0
"McHenry, IL",HousPrices,250000.0
"Bureau, IL",HousPrices,115000.0
"Wayne, IL",HousPrices,100000.0
"Shelby, IL",HousPrices,124000.0
"Randolph, IL",HousPrices,89900.0
"Warren, IL",HousPrices,89700.0
"Washington, IL",HousPrices,129500.0
"Perry, IL",HousPrices,106000.0
"Rock Island, IL",HousPrices,115000.0
"Edgar, IL",HousPrices,62000.0
"Will, IL",HousPrices,259804.0
"Lake, IL",HousPrices,325000.0
"Whiteside, IL",HousPrices,89900.0
"Kane, IL",HousPrices,279000.0
"Douglas, IL",HousPrices,105000.0
"Wabash, IL",HousPrices,113900.0
"McLean, IL",HousPrices,157500.0
"Boone, IL",HousPrices,200000.0
"Coles, IL",HousPrices,91500.0
"Clay, IL",HousPrices,89900.0
"Ogle, IL",HousPrices,167000.0
"Iroquois, IL",HousPrices,99925.0
"Knox, IL",HousPrices,89500.0
"Greene, IL",HousPrices,72750.0
"Menard, IL",HousPrices,162000.0
"Montgomery, IL",HousPrices,83750.0
"Logan, IL",HousPrices,99900.0
"Henry, IL",HousPrices,126500.0
"Union, IL",HousPrices,102500.0
"Grundy, IL",HousPrices,240000.0
"Vermilion, IL",HousPrices,82200.0
"Peoria, IL",HousPrices,114900.0
"Ford, IL",HousPrices,83900.0
"Crawford, IL",HousPrices,99900.0
"Marshall, IL",HousPrices,119900.0
"Hancock, IL",HousPrices,98500.0
"Piatt, IL",HousPrices,137400.0
"Jackson, IL",HousPrices,99400.0
"Madison, IL",HousPrices,134000.0
"Kankakee, IL",HousPrices,159900.0
"Marion, IL",HousPrices,114900.0
"Mercer, IL",HousPrices,110000.0
"Jefferson, IL",HousPrices,115000.0
"Dewitt, IL",HousPrices,88750.0
"Lee, IL",HousPrices,129000.0
"Franklin, IL",HousPrices,66500.0
"Saint Clair, IL",HousPrices,139900.0
"Richland, IL",HousPrices,99900.0
"Fayette, IL",HousPrices,124200.0
"La Salle, IL",HousPrices,134900.0
"Winnebago, IL",HousPrices,125000.0
"Fulton, IL",HousPrices,74500.0
"Clinton, IL",HousPrices,148500.0
"Cook, IL",HousPrices,289999.0
"Adams, IL",HousPrices,134900.0
"Morgan, IL",HousPrices,129900.0
"Macon, IL",HousPrices,109500.0
"DeKalb, IL",HousPrices,194950.0
"Woodford, IL",HousPrices,174900.0
"Livingston, IL",HousPrices,95000.0
"Kendall, IL",HousPrices,249999.0
"Lagrange, IN",HousPrices,180450.0
"Allen, IN",HousPrices,179037.5
"Hancock, IN",HousPrices,239000.0
"Elkhart, IN",HousPrices,174700.0
"Jefferson, IN",HousPrices,152500.0
"Hendricks, IN",HousPrices,250000.0
"Marshall, IN",HousPrices,175000.0
"Delaware, IN",HousPrices,115000.0
"Posey, IN",HousPrices,139950.0
"Noble, IN",HousPrices,156900.0
"Tippecanoe, IN",HousPrices,199900.0
"Montgomery, IN",HousPrices,129000.0
"Bartholomew, IN",HousPrices,199900.0
"Perry, IN",HousPrices,135000.0
"Grant, IN",HousPrices,92900.0
"Wells, IN",HousPrices,140950.0
"Fayette, IN",HousPrices,79900.0
"Sullivan, IN",HousPrices,80000.0
"Vanderburgh, IN",HousPrices,149900.0
"Hamilton, IN",HousPrices,339472.5
"Scott, IN",HousPrices,142600.0
"Johnson, IN",HousPrices,249900.0
"Owen, IN",HousPrices,179900.0
"Decatur, IN",HousPrices,154950.0
"Kosciusko, IN",HousPrices,205500.0
"White, IN",HousPrices,169900.0
"Dearborn, IN",HousPrices,200000.0
"La Porte, IN",HousPrices,187650.0
"Putnam, IN",HousPrices,159900.0
"Howard, IN",HousPrices,129900.0
"Monroe, IN",HousPrices,257200.0
"Henry, IN",HousPrices,93000.0
"Daviess, IN",HousPrices,139900.0
"Vigo, IN",HousPrices,129900.0
"Lawrence, IN",HousPrices,144950.0
"Jay, IN",HousPrices,79900.0
"Starke, IN",HousPrices,134900.0
"Jennings, IN",HousPrices,142900.0
"Crawford, IN",HousPrices,129800.0
"Porter, IN",HousPrices,250000.0
"Steuben, IN",HousPrices,219950.0
"Martin, IN",HousPrices,153500.0
"Floyd, IN",HousPrices,225900.0
"Adams, IN",HousPrices,135000.0
"Jackson, IN",HousPrices,159900.0
"Morgan, IN",HousPrices,209900.0
"De Kalb, IN",HousPrices,177450.0
"Warrick, IN",HousPrices,219900.0
"Fulton, IN",HousPrices,122000.0
"Dubois, IN",HousPrices,201564.5
"Spencer, IN",HousPrices,166750.0
"Lake, IN",HousPrices,194900.0
"Miami, IN",HousPrices,97200.0
"Ohio, IN",HousPrices,163950.0
"Orange, IN",HousPrices,120000.0
"Washington, IN",HousPrices,149000.0
"Harrison, IN",HousPrices,177900.0
"Brown, IN",HousPrices,309000.0
"Gibson, IN",HousPrices,134500.0
"Carroll, IN",HousPrices,164900.0
"Marion, IN",HousPrices,174999.5
"Ripley, IN",HousPrices,154900.0
"Saint Joseph, IN",HousPrices,158950.0
"Madison, IN",HousPrices,124999.0
"Cass, IN",HousPrices,110000.0
"Boone, IN",HousPrices,349900.0
"Blackford, IN",HousPrices,79900.0
"Clark, IN",HousPrices,219524.0
"Switzerland, IN",HousPrices,179900.0
"Shelby, IN",HousPrices,159500.0
"Wayne, IN",HousPrices,89900.0
"Jasper, IN",HousPrices,200000.0
"Franklin, IN",HousPrices,177400.0
"Whitley, IN",HousPrices,159900.0
"Riley, KS",HousPrices,187000.0
"Allen, KS",HousPrices,88500.0
"Sedgwick, KS",HousPrices,189900.0
"Leavenworth, KS",HousPrices,249900.0
"Grant, KS",HousPrices,162200.5
"Clay, KS",HousPrices,129900.0
"Ellis, KS",HousPrices,150500.0
"Douglas, KS",HousPrices,249450.0
"McPherson, KS",HousPrices,164950.0
"Saline, KS",HousPrices,154900.0
"Linn, KS",HousPrices,109000.0
"Kingman, KS",HousPrices,68000.0
"Barton, KS",HousPrices,114900.0
"Pratt, KS",HousPrices,89250.0
"Osage, KS",HousPrices,135000.0
"Russell, KS",HousPrices,92000.0
"Finney, KS",HousPrices,211000.0
"Shawnee, KS",HousPrices,129900.0
"Ellsworth, KS",HousPrices,99999.0
"Lyon, KS",HousPrices,133699.0
"Bourbon, KS",HousPrices,85000.0
"Seward, KS",HousPrices,142749.5
"Ford, KS",HousPrices,147450.0
"Franklin, KS",HousPrices,167000.0
"Morris, KS",HousPrices,139900.0
"Brown, KS",HousPrices,75000.0
"Geary, KS",HousPrices,128200.0
"Harvey, KS",HousPrices,139000.0
"Wyandotte, KS",HousPrices,137900.0
"Atchison, KS",HousPrices,94861.0
"Marshall, KS",HousPrices,72250.0
"Greenwood, KS",HousPrices,80400.0
"Montgomery, KS",HousPrices,75000.0
"Reno, KS",HousPrices,109900.0
"Butler, KS",HousPrices,189900.0
"Crawford, KS",HousPrices,85450.0
"Jefferson, KS",HousPrices,154000.0
"Cloud, KS",HousPrices,79450.0
"Phillips, KS",HousPrices,91950.0
"Sumner, KS",HousPrices,99900.0
"Stevens, KS",HousPrices,122500.0
"Cherokee, KS",HousPrices,81121.5
"Marion, KS",HousPrices,94500.0
"Miami, KS",HousPrices,229500.0
"Labette, KS",HousPrices,69491.0
"Pottawatomie, KS",HousPrices,235000.0
"Dickinson, KS",HousPrices,120000.0
"Cowley, KS",HousPrices,89000.0
"Neosho, KS",HousPrices,89000.0
"Johnson, KS",HousPrices,370000.0
"Pawnee, KS",HousPrices,69950.0
"Coffey, KS",HousPrices,120000.0
"Pulaski, KY",HousPrices,172700.0
"Harrison, KY",HousPrices,169900.0
"Kenton, KY",HousPrices,203594.5
"Logan, KY",HousPrices,156250.0
"McCracken, KY",HousPrices,164000.0
"Carter, KY",HousPrices,140000.0
"Powell, KY",HousPrices,149450.0
"Pike, KY",HousPrices,159000.0
"Oldham, KY",HousPrices,369900.0
"Montgomery, KY",HousPrices,155000.0
"Boyle, KY",HousPrices,179450.0
"Laurel, KY",HousPrices,168000.0
"Simpson, KY",HousPrices,184900.0
"Estill, KY",HousPrices,139950.0
"Pendleton, KY",HousPrices,154500.0
"Spencer, KY",HousPrices,273500.0
"Nelson, KY",HousPrices,194995.0
"Nicholas, KY",HousPrices,110000.0
"Barren, KY",HousPrices,162000.0
"Shelby, KY",HousPrices,242990.0
"Garrard, KY",HousPrices,172900.0
"Cumberland, KY",HousPrices,134500.0
"Clark, KY",HousPrices,175000.0
"Whitley, KY",HousPrices,138000.0
"Fayette, KY",HousPrices,249950.0
"Casey, KY",HousPrices,135000.0
"Menifee, KY",HousPrices,89500.0
"Calloway, KY",HousPrices,189900.0
"Graves, KY",HousPrices,132700.0
"Henderson, KY",HousPrices,170900.0
"Adair, KY",HousPrices,149900.0
"Hopkins, KY",HousPrices,134244.0
"Fleming, KY",HousPrices,130000.0
"Lyon, KY",HousPrices,249900.0
"Meade, KY",HousPrices,199700.0
"Ballard, KY",HousPrices,76000.0
"McCreary, KY",HousPrices,93950.0
"Jackson, KY",HousPrices,109900.0
"Hart, KY",HousPrices,147500.0
"Lewis, KY",HousPrices,97200.0
"Morgan, KY",HousPrices,117000.0
"Marshall, KY",HousPrices,169000.0
"Muhlenberg, KY",HousPrices,128900.0
"Larue, KY",HousPrices,144900.0
"Boyd, KY",HousPrices,125000.0
"Franklin, KY",HousPrices,171500.0
"Knox, KY",HousPrices,139000.0
"Jessamine, KY",HousPrices,254070.0
"Trigg, KY",HousPrices,179900.0
"Russell, KY",HousPrices,149450.0
"Scott, KY",HousPrices,235000.0
"Mason, KY",HousPrices,124900.0
"Greenup, KY",HousPrices,139250.0
"Edmonson, KY",HousPrices,191450.0
"Daviess, KY",HousPrices,204900.0
"Ohio, KY",HousPrices,119950.0
"Campbell, KY",HousPrices,219500.0
"Washington, KY",HousPrices,184700.0
"Breckinridge, KY",HousPrices,165000.0
"Grant, KY",HousPrices,189900.0
"Clay, KY",HousPrices,117250.0
"Christian, KY",HousPrices,139900.0
"Jefferson, KY",HousPrices,215000.0
"Grayson, KY",HousPrices,149500.0
"Boone, KY",HousPrices,257990.0
"Letcher, KY",HousPrices,107000.0
"Taylor, KY",HousPrices,144900.0
"Wayne, KY",HousPrices,174900.0
"Hardin, KY",HousPrices,208900.0
"Marion, KY",HousPrices,149900.0
"Livingston, KY",HousPrices,139900.0
"Madison, KY",HousPrices,179900.0
"Allen, KY",HousPrices,179250.0
"Woodford, KY",HousPrices,265000.0
"Mercer, KY",HousPrices,164950.0
"Bullitt, KY",HousPrices,231490.0
"Anderson, KY",HousPrices,164900.0
"Lincoln, KY",HousPrices,139900.0
"Carroll, KY",HousPrices,129700.0
"Warren, KY",HousPrices,239999.0
"Johnson, KY",HousPrices,124900.0
"Metcalfe, KY",HousPrices,124000.0
"Rowan, KY",HousPrices,169000.0
"Vermilion, LA",HousPrices,171000.0
"Natchitoches, LA",HousPrices,218000.0
"Grant, LA",HousPrices,159900.0
"Cameron, LA",HousPrices,289500.0
"Acadia, LA",HousPrices,145000.0
"Lafourche, LA",HousPrices,191000.0
"Caddo, LA",HousPrices,164900.0
"Beauregard, LA",HousPrices,169900.0
"Webster, LA",HousPrices,122450.0
"Concordia, LA",HousPrices,180000.0
"Iberia, LA",HousPrices,145000.0
"Saint Bernard, LA",HousPrices,160000.0
"Avoyelles, LA",HousPrices,110000.0
"Tangipahoa, LA",HousPrices,189900.0
"Saint Charles, LA",HousPrices,250000.0
"Jefferson, LA",HousPrices,234616.5
"Saint Mary, LA",HousPrices,145000.0
"Saint Tammany, LA",HousPrices,258900.0
"Morehouse, LA",HousPrices,118500.0
"Lincoln, LA",HousPrices,232800.0
"Livingston, LA",HousPrices,209000.0
"Vernon, LA",HousPrices,159000.0
"Washington, LA",HousPrices,160000.0
"Assumption, LA",HousPrices,183500.0
"Terrebonne, LA",HousPrices,180000.0
"Calcasieu, LA",HousPrices,217900.0
"Saint Landry, LA",HousPrices,149900.0
