Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Number of Completed Surveys,Start Date,End Date,Location,Nurse Communication,Doctor Communication,Staff Responsiveness,Communication About Medicines,Discharge Information,Care Transition,Cleanliness,Quietness,Overall Hospital Rating,Recommend Hospital,Payment for heart attack patients,Payment for heart failure patients,Payment for pneumonia patients,Payment for hip/knee replacement patients,Value of care for heart attack patients,Value of care for heart failure patients,Value of care for pneumonia patients,Value of care for hip/knee replacement patients
451367.0,Ut Health East Texas Pittsburg Hospital,2701 US HWY 271 N,Pittsburg,TX,75686,Camp,(903) 856-4520,129,01/01/2018,12/31/2018,"2701 US HWY 271 N PITTSBURG, TX 75686 (33.02843, -94.962966)",96.0,97.0,92.0,82.0,91.0,86.0,96.0,93.0,93.0,94.0,Number of Cases Too Small,No Different Than the National Average Payment,Greater Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Higher Payment,Not Available
451369.0,Golden Plains Community Hospital,100 MEDICAL DRIVE,Borger,TX,79007,Hutchinson,(806) 273-1100,79,01/01/2018,12/31/2018,"100 MEDICAL DRIVE BORGER, TX 79007 (35.653834, -101.409041)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
451370.0,Tmc- Bonham Hospital,504 LIPSCOMB STREET,Bonham,TX,75418,Fannin,(903) 640-7311,36,01/01/2018,12/31/2018,"504 LIPSCOMB STREET BONHAM, TX 75418 (33.57813, -96.167479)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,Greater Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Higher Payment,Not Available
451371.0,Seton Edgar B Davis Hospital,130 HAYS STREET,Luling,TX,78648,Caldwell,(830) 875-7000,113,01/01/2018,12/31/2018,"130 HAYS STREET LULING, TX 78648 (29.67253, -97.654254)",94.0,94.0,89.0,90.0,83.0,83.0,88.0,86.0,89.0,88.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
451372.0,Muleshoe Area Medical Center,708 S 1ST ST,Muleshoe,TX,79347,Bailey,(806) 272-4524,36,01/01/2018,12/31/2018,"708 S 1ST ST MULESHOE, TX 79347 (34.221029, -102.728458)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
451373.0,Ward Memorial Hospital,406 SOUTH GARY ST,Monahans,TX,79756,Ward,(432) 943-2511,43,01/01/2018,12/31/2018,"406 SOUTH GARY ST MONAHANS, TX 79756 (31.59397, -102.884583)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
451374.0,Baylor Scott & White Medical Center -Taylor,305 MALLARD,Taylor,TX,76574,Williamson,(512) 352-7611,45,01/01/2018,12/31/2018,"305 MALLARD TAYLOR, TX 76574 (30.591931, -97.415265)",,,,,,,,,,,Not Available,Number of Cases Too Small,No Different Than the National Average Payment,Not Available,Not Available,Not Available,Average Mortality and Average Payment,Not Available
451375.0,Liberty Dayton Regional Medical Center,1353 N TRAVIS ST,Liberty,TX,77575,Liberty,(936) 336-7316,40,01/01/2018,12/31/2018,"1353 N TRAVIS ST LIBERTY, TX 77575 (30.068515, -94.797888)",,,,,,,,,,,Not Available,Number of Cases Too Small,Greater Than the National Average Payment,Not Available,Not Available,Not Available,Average Mortality and Higher Payment,Not Available
451376.0,Lavaca Medical Center,1400 NORTH TEXANA STREET,Hallettsville,TX,77964,Lavaca,(361) 798-3671,45,01/01/2018,12/31/2018,"1400 NORTH TEXANA STREET HALLETTSVILLE, TX 77964 (29.457145, -96.939877)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,Greater Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Higher Payment,Not Available
451377.0,Reeves County Hospital District,2323 TEXAS STREET,Pecos,TX,79772,Reeves,(432) 447-3551,39,01/01/2018,12/31/2018,"2323 TEXAS STREET PECOS, TX 79772 (31.401575, -103.512831)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Not Available
451378.0,Big Bend Regional Medical Center,2600 HIGHWAY 118 NORTH,Alpine,TX,79830,Brewster,(432) 837-3447,108,01/01/2018,12/31/2018,"2600 HIGHWAY 118 NORTH ALPINE, TX 79830 (30.383811, -103.67214)",94.0,95.0,92.0,87.0,90.0,84.0,90.0,87.0,89.0,87.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
451379.0,Coryell Memorial Healthcare System,1507 W MAIN STREET,Gatesville,TX,76528,Coryell,(254) 865-8251,143,01/01/2018,12/31/2018,"1507 W MAIN STREET GATESVILLE, TX 76528 (31.433152, -97.778822)",92.0,94.0,92.0,86.0,89.0,83.0,91.0,86.0,88.0,90.0,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Number of Cases Too Small,Not Available,Not Available,Average Mortality and Average Payment,Not Available
451380.0,Ut Health East Texas Quitman Hospital,117 WINNSBORO STREET,Quitman,TX,75783,Wood,(903) 763-4500,164,01/01/2018,12/31/2018,"117 WINNSBORO STREET QUITMAN, TX 75783 (32.796155, -95.445296)",95.0,97.0,91.0,83.0,92.0,86.0,91.0,94.0,94.0,95.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
451381.0,Christus Mother Frances Hospital- Winnsboro,719 WEST COKE ROAD,Winnsboro,TX,75494,Wood,(903) 342-5227,Not Available,01/01/2018,12/31/2018,"719 WEST COKE ROAD WINNSBORO, TX 75494 (32.947643, -95.30623)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
451382.0,Comanche County Medical Center,10201 HWY 16,Comanche,TX,76442,Comanche,(254) 879-4900,Not Available,01/01/2018,12/31/2018,"10201 HWY 16 COMANCHE, TX 76442 (31.984614, -98.563264)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
451384.0,Cogdell Memorial Hospital,1700 COGDELL BLVD,Snyder,TX,79549,Scurry,(325) 574-7437,76,01/01/2018,12/31/2018,"1700 COGDELL BLVD SNYDER, TX 79549 (32.688519, -100.916021)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Not Available
451385.0,Goodall Witcher Hospital,101 POSEY AVENUE,Clifton,TX,76634,Bosque,(254) 675-8322,37,01/01/2018,12/31/2018,"101 POSEY AVENUE CLIFTON, TX 76634 (31.777153, -97.588431)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,Less Than the National Average Payment,Not Available,Not Available,Not Available,Worse Mortality and Lower Payment,Not Available
451386.0,Memorial Hospital,224 E SECOND STREET,Dumas,TX,79029,Moore,(806) 935-7171,130,01/01/2018,12/31/2018,"224 E SECOND STREET DUMAS, TX 79029 (35.864264, -101.971006)",92.0,92.0,90.0,87.0,92.0,82.0,92.0,86.0,90.0,90.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
451387.0,Uvalde Memorial Hospital,1025 GARNER FIELD ROAD,Uvalde,TX,78801,Uvalde,(830) 278-6251,150,01/01/2018,12/31/2018,"1025 GARNER FIELD ROAD UVALDE, TX 78801 (29.215126, -99.768668)",94.0,93.0,89.0,85.0,92.0,84.0,93.0,84.0,90.0,92.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Not Available
451389.0,Pecos County Memorial Hospital,387 WEST I 10,Fort Stockton,TX,79735,Pecos,(432) 336-2004,Not Available,01/01/2018,12/31/2018,"387 WEST I 10 FORT STOCKTON, TX 79735 (30.906409, -102.882351)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
451390.0,Dimmit Regional Hospital,704 HOSPITAL DRIVE,Carrizo Springs,TX,78834,Dimmit,(830) 876-2424,Not Available,01/01/2018,12/31/2018,"704 HOSPITAL DRIVE CARRIZO SPRINGS, TX 78834 (28.519974, -99.862098)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
451391.0,Frio Regional Hospital,200 S IH 35,Pearsall,TX,78061,Frio,(830) 334-3617,Not Available,01/01/2018,12/31/2018,"200 S IH 35 PEARSALL, TX 78061 (28.897048, -99.116013)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,Not Available
451392.0,Hamilton General Hospital,"400 N BROWN, BUILDING 1",Hamilton,TX,76531,Hamilton,(254) 386-3151,96,01/01/2018,12/31/2018,"400 N BROWN, BUILDING 1 HAMILTON, TX 76531 (31.703852, -98.113462)",,,,,,,,,,,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Not Available
453300.0,Cook Childrens Medical Center,801 SEVENTH AVENUE,Fort Worth,TX,76104,Tarrant,(682) 885-4000,Not Available,01/01/2018,12/31/2018,"801 SEVENTH AVENUE FORT WORTH, TX 76104 (32.736488, -97.341975)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
453301.0,Driscoll Childrens Hospital,3533 S ALAMEDA BOX 6530,Corpus Christi,TX,78411,Nueces,(361) 739-4846,Not Available,01/01/2018,12/31/2018,"3533 S ALAMEDA BOX 6530 CORPUS CHRISTI, TX 78411",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
453302.0,Childrens Medical Ctr Of Dallas,1935 MEDICAL DISTRICT DRIVE,Dallas,TX,75235,Dallas,(214) 456-7000,Not Available,01/01/2018,12/31/2018,"1935 MEDICAL DISTRICT DRIVE DALLAS, TX 75235 (32.808359, -96.836837)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
453304.0,Texas Childrens Hosp,6621 FANNIN STREET,Houston,TX,77030,Harris,(832) 824-1000,Not Available,01/01/2018,12/31/2018,"6621 FANNIN STREET HOUSTON, TX 77030 (29.708762, -95.401532)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
453306.0,Covenant Childrens Hospital,4015 22ND PLACE,Lubbock,TX,79410,Lubbock,(806) 725-7975,Not Available,01/01/2018,12/31/2018,"4015 22ND PLACE LUBBOCK, TX 79410 (33.574141, -101.900426)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
453308.0,Our Childrens House,8 PRESTIGE CIRCLE 101,Allen,TX,75002,Collin,(214) 828-4747,Not Available,01/01/2018,12/31/2018,"8 PRESTIGE CIRCLE 101 ALLEN, TX 75002 (33.092018, -96.672738)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
453309.0,Healthbridge Childrens'S Hospital Of Houston,2929 WOODLAND PARK DRIVE,Houston,TX,77082,Harris,(281) 293-7774,Not Available,01/01/2018,12/31/2018,"2929 WOODLAND PARK DRIVE HOUSTON, TX 77082 (29.732317, -95.580593)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
453310.0,Dell Children'S Medical Center Of Central Texas,4900 MUELLER BLVD,Austin,TX,78723,Travis,(512) 324-0000,Not Available,01/01/2018,12/31/2018,"4900 MUELLER BLVD AUSTIN, TX 78723 (30.302549, -97.704957)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
453311.0,Shriners Hospitals For Children,815 MARKET STREET,Galveston,TX,77550,Galveston,(409) 770-6600,Not Available,01/01/2018,12/31/2018,"815 MARKET STREET GALVESTON, TX 77550 (29.309747, -94.777187)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
453312.0,Shriners Hospitals For Children,6977 MAIN STREET,Houston,TX,77030,Harris,(713) 797-1616,Not Available,01/01/2018,12/31/2018,"6977 MAIN STREET HOUSTON, TX 77030 (29.704738, -95.406174)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
453313.0,El Paso Children'S Hospital,4845 ALAMEDA AVENUE,El Paso,TX,79905,El Paso,(915) 521-7148,Not Available,01/01/2018,12/31/2018,"4845 ALAMEDA AVENUE EL PASO, TX 79905 (31.770655, -106.4342)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
453314.0,Texas Scottish Rite Hospital For Children,2222 WELBORN STREET,Dallas,TX,75219,Dallas,(214) 559-5000,Not Available,01/01/2018,12/31/2018,"2222 WELBORN STREET DALLAS, TX 75219 (32.803251, -96.813357)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
453315.0,Children'S Hospital Of San Antonio,333 N SANTA ROSA ST,San Antonio,TX,78207,Bexar,(210) 704-3342,Not Available,01/01/2018,12/31/2018,"333 N SANTA ROSA ST SAN ANTONIO, TX 78207 (29.427796, -98.497875)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
453316.0,Childrens Medical Center Plano,7601 PRESTON ROAD,Plano,TX,75024,Collin,(214) 456-1792,Not Available,01/01/2018,12/31/2018,"7601 PRESTON ROAD PLANO, TX 75024 (33.079899, -96.79824)",,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
460001.0,Utah Valley Hospital,1034 NORTH 500 WEST,Provo,UT,84604,Utah,(801) 373-7850,3219,01/01/2018,12/31/2018,"1034 NORTH 500 WEST PROVO, UT 84604 (40.248084, -111.667383)",93.0,92.0,86.0,78.0,90.0,82.0,88.0,82.0,90.0,91.0,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Mortality and Higher Payment,Average Complications and Higher Payment
460003.0,Salt Lake Regional Medical Center,1050 EAST SOUTH TEMPLE,Salt Lake City,UT,84102,Salt Lake,(801) 350-4111,323,01/01/2018,12/31/2018,"1050 EAST SOUTH TEMPLE SALT LAKE CITY, UT 84102 (40.769348, -111.861175)",90.0,92.0,82.0,78.0,87.0,80.0,89.0,85.0,88.0,87.0,No Different Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Mortality and Average Payment,Average Complications and Lower Payment
460004.0,Mckay Dee Hospital,4401 HARRISON BOULEVARD,Ogden,UT,84403,Weber,(801) 387-2800,2862,01/01/2018,12/31/2018,"4401 HARRISON BOULEVARD OGDEN, UT 84403 (41.182796, -111.949118)",92.0,92.0,85.0,79.0,89.0,82.0,88.0,82.0,90.0,91.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Worse Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Lower Payment
460005.0,Ogden Regional Medical Center,5475 SOUTH 500 EAST,Ogden,UT,84405,Weber,(801) 479-2111,890,01/01/2018,12/31/2018,"5475 SOUTH 500 EAST OGDEN, UT 84405 (41.163502, -111.96862)",89.0,90.0,83.0,75.0,87.0,82.0,81.0,78.0,86.0,88.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Higher Payment
460006.0,Lds Hospital,8TH AVENUE AND C STREET,Salt Lake City,UT,84143,Salt Lake,(801) 408-1100,1415,01/01/2018,12/31/2018,"8TH AVENUE AND C STREET SALT LAKE CITY, UT 84143 (40.778509, -111.880576)",93.0,93.0,85.0,79.0,90.0,83.0,92.0,85.0,91.0,92.0,Not Available,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Lower Payment
460007.0,Cedar City Hospital,1303 NORTH MAIN STREET,Cedar City,UT,84721,Iron,(435) 868-5800,473,01/01/2018,12/31/2018,"1303 NORTH MAIN STREET CEDAR CITY, UT 84721 (37.700591, -113.063985)",93.0,94.0,89.0,82.0,91.0,84.0,94.0,82.0,91.0,92.0,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Lower Payment
460009.0,University Of Utah Hospitals And Clinics,50 NORTH MEDICAL DRIVE,Salt Lake City,UT,84132,Salt Lake,(801) 581-2121,1709,01/01/2018,12/31/2018,"50 NORTH MEDICAL DRIVE SALT LAKE CITY, UT 84132 (40.772019, -111.837022)",93.0,92.0,86.0,80.0,90.0,84.0,91.0,86.0,93.0,94.0,No Different Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Mortality and Average Payment,Average Complications and Lower Payment
460010.0,Intermountain Medical Center,5121 SOUTH COTTONWOOD STREET,Murray,UT,84107,Salt Lake,(801) 507-7000,4759,01/01/2018,12/31/2018,"5121 SOUTH COTTONWOOD STREET MURRAY, UT 84107 (40.658731, -111.894491)",90.0,91.0,82.0,75.0,88.0,81.0,89.0,80.0,90.0,90.0,Less Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Lower Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Complications and Higher Payment
460011.0,Castleview Hospital,300 NORTH HOSPITAL DRIVE,Price,UT,84501,Carbon,(435) 637-4800,321,01/01/2018,12/31/2018,"300 NORTH HOSPITAL DRIVE PRICE, UT 84501 (39.605402, -110.831911)",91.0,92.0,89.0,79.0,89.0,82.0,90.0,82.0,88.0,85.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
460013.0,Mountain View Hospital,1000 EAST 100 NORTH,Payson,UT,84651,Utah,(801) 465-7100,416,01/01/2018,12/31/2018,"1000 EAST 100 NORTH PAYSON, UT 84651 (40.044633, -111.715257)",91.0,91.0,91.0,84.0,88.0,84.0,90.0,84.0,89.0,89.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Higher Payment
460014.0,Mountain West Medical Center,2055 NORTH MAIN STREET,Tooele,UT,84074,Tooele,(435) 843-3700,225,01/01/2018,12/31/2018,"2055 NORTH MAIN STREET TOOELE, UT 84074",91.0,91.0,88.0,78.0,88.0,81.0,88.0,82.0,86.0,85.0,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Greater Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Higher Payment
460015.0,Logan Regional Hospital,500 EAST 1400 NORTH,Logan,UT,84341,Cache,(435) 716-1000,1176,01/01/2018,12/31/2018,"500 EAST 1400 NORTH LOGAN, UT 84341 (41.757461, -111.822877)",93.0,94.0,88.0,81.0,91.0,84.0,89.0,83.0,91.0,91.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
460017.0,Brigham City Community Hospital,950 SOUTH MEDICAL DRIVE,Brigham City,UT,84302,Box Elder,(435) 734-9471,108,01/01/2018,12/31/2018,"950 SOUTH MEDICAL DRIVE BRIGHAM CITY, UT 84302 (41.49107, -112.024441)",88.0,90.0,88.0,84.0,87.0,83.0,90.0,83.0,87.0,88.0,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Complications and Average Payment
460019.0,Uintah Basin Medical Center,250 WEST 300 NORTH,Roosevelt,UT,84066,Duchesne,(435) 722-4691,247,01/01/2018,12/31/2018,"250 WEST 300 NORTH ROOSEVELT, UT 84066 (40.302755, -109.997086)",87.0,91.0,84.0,78.0,80.0,80.0,88.0,80.0,86.0,87.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Average Payment
460021.0,Dixie Regional Medical Center,1380 EAST MEDICAL CENTER DRIVE,St George,UT,84790,Washington,(435) 251-2100,3635,01/01/2018,12/31/2018,"1380 EAST MEDICAL CENTER DRIVE ST GEORGE, UT 84790 (37.09985, -113.55333)",93.0,93.0,86.0,81.0,89.0,83.0,90.0,82.0,92.0,93.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Lower Payment,Average Complications and Lower Payment
460023.0,American Fork Hospital,170 NORTH 1100 EAST,American Fork,UT,84003,Utah,(801) 855-3305,979,01/01/2018,12/31/2018,"170 NORTH 1100 EAST AMERICAN FORK, UT 84003 (40.380506, -111.769094)",92.0,93.0,86.0,79.0,89.0,84.0,89.0,82.0,90.0,91.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Worse Complications and Average Payment
460026.0,Sevier Valley Hospital,1000 NORTH MAIN STREET,Richfield,UT,84701,Sevier,(435) 893-4100,201,01/01/2018,12/31/2018,"1000 NORTH MAIN STREET RICHFIELD, UT 84701 (38.783275, -112.084663)",94.0,95.0,88.0,82.0,89.0,83.0,95.0,85.0,91.0,92.0,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Greater Than the National Average Payment,Not Available,Not Available,Average Mortality and Average Payment,Average Complications and Higher Payment
460030.0,Ashley Regional Medical Center,150 WEST 100 NORTH,Vernal,UT,84078,Uintah,(435) 789-3342,230,01/01/2018,12/31/2018,"150 WEST 100 NORTH VERNAL, UT 84078 (40.45779, -109.530464)",90.0,91.0,91.0,80.0,87.0,82.0,87.0,81.0,87.0,85.0,Number of Cases Too Small,Less Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Not Available,Average Mortality and Lower Payment,Average Mortality and Lower Payment,Average Complications and Average Payment
460039.0,Bear River Valley Hospital,905 NORTH 1000 WEST,Tremonton,UT,84337,Box Elder,(435) 207-4500,99,01/01/2018,12/31/2018,"905 NORTH 1000 WEST TREMONTON, UT 84337 (41.723768, -112.181979)",,,,,,,,,,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Number of Cases Too Small,Not Available,Not Available,Average Mortality and Average Payment,Not Available
460041.0,Davis Hospital And Medical Center,1600 WEST ANTELOPE DRIVE,Layton,UT,84041,Davis,(801) 807-7001,457,01/01/2018,12/31/2018,"1600 WEST ANTELOPE DRIVE LAYTON, UT 84041 (41.089242, -111.995471)",88.0,91.0,80.0,76.0,86.0,79.0,88.0,80.0,84.0,81.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Higher Payment
460042.0,Lakeview Hospital,630 EAST MEDICAL DRIVE,Bountiful,UT,84010,Davis,(801) 299-2200,420,01/01/2018,12/31/2018,"630 EAST MEDICAL DRIVE BOUNTIFUL, UT 84010 (40.886855, -111.868618)",91.0,92.0,87.0,80.0,89.0,83.0,90.0,79.0,88.0,88.0,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Less Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Higher Payment,Average Complications and Lower Payment
460043.0,Orem Community Hospital,331 NORTH 400 WEST,Orem,UT,84057,Utah,(801) 714-3300,152,01/01/2018,12/31/2018,"331 NORTH 400 WEST OREM, UT 84057 (40.303255, -111.705407)",92.0,92.0,88.0,77.0,89.0,84.0,95.0,86.0,92.0,95.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
460044.0,Alta View Hospital,9660 SOUTH 1300 EAST,Sandy,UT,84094,Salt Lake,(801) 501-2600,670,01/01/2018,12/31/2018,"9660 SOUTH 1300 EAST SANDY, UT 84094 (40.57736, -111.853191)",91.0,93.0,85.0,79.0,88.0,83.0,88.0,83.0,90.0,89.0,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Not Available,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Higher Payment
460047.0,St Mark'S Hospital,1200 EAST 3900 SOUTH,Salt Lake City,UT,84124,Salt Lake,(801) 268-7700,1188,01/01/2018,12/31/2018,"1200 EAST 3900 SOUTH SALT LAKE CITY, UT 84124 (40.687062, -111.857446)",89.0,90.0,84.0,77.0,85.0,82.0,86.0,77.0,86.0,87.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Higher Payment
460049.0,The Orthopedic Specialty Hospital,5848 SOUTH 300 EAST,Murray,UT,84107,Salt Lake,(801) 314-4100,754,01/01/2018,12/31/2018,"5848 SOUTH 300 EAST MURRAY, UT 84107",92.0,94.0,85.0,77.0,91.0,83.0,89.0,84.0,91.0,92.0,Not Available,Not Available,Not Available,Less Than the National Average Payment,Not Available,Not Available,Not Available,Average Complications and Lower Payment
460051.0,Jordan Valley Medical Center,3580 WEST 9000 SOUTH,West Jordan,UT,84088,Salt Lake,(801) 561-8888,405,01/01/2018,12/31/2018,"3580 WEST 9000 SOUTH WEST JORDAN, UT 84088 (40.587958, -111.975285)",88.0,89.0,84.0,73.0,83.0,78.0,87.0,85.0,85.0,81.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Higher Payment
460052.0,Timpanogos Regional Hospital,750 WEST 800 NORTH,Orem,UT,84057,Utah,(801) 714-6800,568,01/01/2018,12/31/2018,"750 WEST 800 NORTH OREM, UT 84057 (40.312173, -111.71499)",92.0,93.0,90.0,80.0,88.0,83.0,91.0,84.0,90.0,91.0,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Mortality and Average Payment,Average Complications and Higher Payment
