county_name,crime_rate_per_100000,IDNO,CPOPARST,CPOPCRIM,AG_ARRST,AG_OFF,COVIND,INDEX,MODINDX,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,FIPS_ST,FIPS_CTY,State
Benewah ,276.42636,562,9271,9271,2,2,100.0,25,77,0,0,1,24,37,35,5,2,9044,16,9,ID
Mason ,276.1754938,1295,28699,28699,4,4,100.0,79,920,2,33,1,43,147,744,29,7,28605,26,105,MI
Hardee ,276.172826,349,28267,28267,12,6,100.0,76,736,1,9,12,54,229,471,36,0,27519,12,49,FL
Jackson ,275.9889604,2187,26610,26610,2,2,100.0,72,754,1,10,11,50,237,490,27,3,26088,40,65,OK
Bethel Census Area,275.93197430000004,72,6294,6294,1,1,100.0,49,135,1,14,2,32,39,58,38,4,17758,2,50,AK
Burleigh ,275.8402388,2020,85053,85053,3,3,100.0,244,2157,1,38,17,188,387,1650,120,12,88457,38,15,ND
Franklin ,275.8352758,925,26063,26063,4,4,100.0,71,566,0,14,5,52,153,388,25,10,25740,20,59,KS
Douglas ,275.7022709,441,129048,134778,2,4,100.0,376,4147,1,22,77,276,815,3103,229,9,136379,13,97,GA
Bradley ,275.58005160000005,118,11526,11526,2,2,96.0141,31,216,1,1,9,20,141,65,10,1,11249,5,11,AR
Washington ,275.3165171,2228,51795,51792,4,4,100.0,142,1397,2,15,16,109,375,949,73,7,51577,40,147,OK
Montour ,275.06606980000004,2316,18326,18326,8,7,100.0,51,258,0,8,1,42,66,185,7,6,18541,42,93,PA
Weld ,274.29249219999997,309,256887,247841,24,25,99.8711,740,5384,6,61,89,583,971,4127,286,52,269785,8,123,CO
Rockingham ,274.2767583,1990,94254,94254,10,8,99.7178,252,3140,7,14,51,180,1041,1967,132,18,91878,37,157,NC
Yell ,274.0602019,187,22144,22144,5,5,99.3158,60,462,1,5,6,48,198,239,25,4,21893,5,149,AR
Tom Green ,274.0226525,2776,113498,113498,3,3,100.0,315,3839,5,57,36,217,852,2841,146,11,114954,48,451,TX
Coles ,273.7583105,617,53941,53941,5,5,100.0,147,671,2,26,14,105,140,517,14,18,53697,17,29,IL
Meriwether ,273.1725697,492,21894,20980,8,6,100.0,58,647,0,1,4,53,181,424,42,2,21232,13,199,GA
Decatur ,273.03754269999996,915,2930,2930,2,2,55.3441,8,49,0,1,0,6,22,25,1,0,2930,20,39,KS
Garfield ,273.0178104,2178,61043,61043,5,5,100.0,170,2075,2,30,21,117,517,1456,102,13,62267,40,47,OK
Twin Falls ,272.6465475,599,78534,78534,5,5,100.0,218,1589,4,24,19,171,334,1177,77,12,79957,16,83,ID
Choctaw ,272.515786,2166,15344,15344,3,3,100.0,41,244,0,5,4,32,91,134,19,9,15045,40,23,OK
Josephine ,272.4893765,2249,83576,83576,4,2,100.0,227,2899,1,15,57,154,713,1978,208,17,83306,41,33,OR
Person ,272.43100110000006,1984,40030,40030,4,2,100.0,107,1000,0,14,14,79,378,589,33,5,39276,37,145,NC
Clallam ,272.43057860000005,2991,72542,72542,4,4,100.0,197,2306,5,35,24,133,654,1540,112,7,72312,53,9,WA
Malheur ,272.3186456,2255,31289,28027,5,2,100.0,83,1041,0,12,5,66,195,816,30,0,30479,41,45,OR
Goshen ,271.8189833,3162,13733,13733,2,2,100.0,37,214,0,0,1,36,66,146,2,0,13612,56,15,WY
Yolo ,271.7590533,244,203928,203928,10,8,100.0,556,5956,0,71,162,323,1312,4122,522,106,204593,6,113,CA
Taylor ,271.73913039999996,526,8590,8590,3,3,100.0,23,117,0,0,1,22,53,60,4,1,8464,13,269,GA
Cherokee ,271.71322339999995,906,21494,20629,6,4,100.0,57,653,2,5,2,48,242,374,37,14,20978,20,21,KS
Warren ,271.49321269999996,2331,41508,41508,10,10,97.0431,111,745,1,16,6,88,149,567,29,3,40885,42,123,PA
Highlands ,271.47188989999995,352,99976,91031,14,6,100.0,265,2472,3,24,65,173,840,1527,105,10,97616,12,55,FL
Telfair ,271.2313905,527,15903,16228,5,5,61.0596,45,233,0,2,2,41,69,155,9,0,16591,13,271,GA
Monongalia ,270.84107400000005,3057,98531,91767,12,6,100.0,277,2054,3,22,43,209,400,1580,74,10,102274,54,61,WV
Hill ,269.9365362,2659,35922,35922,5,5,100.0,94,866,1,10,12,71,265,581,20,5,34823,48,217,TX
Fayette ,269.74275750000004,3036,46368,43931,15,11,96.3663,123,1237,5,6,26,86,352,826,58,4,45599,54,19,WV
Flathead ,269.69527660000006,1627,91936,91936,4,4,100.0,251,2483,1,35,13,202,429,1946,108,9,93068,30,29,MT
Marshall ,268.95171380000005,2202,16148,16148,3,3,100.0,43,131,2,4,0,37,35,81,15,1,15988,40,95,OK
Kitsap ,268.93151889999996,3004,257130,257130,5,5,100.0,683,8141,5,109,111,458,2073,5454,614,42,253968,53,35,WA
St. Francois ,268.8212641,1592,65700,65700,11,11,96.6484,178,1935,1,13,8,155,306,1510,118,4,66215,29,187,MO
Preston ,268.7616291,3065,33724,32287,11,7,100.0,91,313,1,8,4,78,97,188,28,4,33859,54,77,WV
Woodward ,268.6018567,2231,20157,20157,3,3,95.0319,57,559,0,8,1,49,154,353,52,1,21221,40,153,OK
McKenzie ,268.4131415,2039,7180,7180,2,2,100.0,25,168,1,2,1,21,16,137,15,1,9314,38,53,ND
Randolph ,268.4032208,56,22878,22127,5,3,99.6908,61,679,0,4,3,54,228,408,44,6,22727,1,111,AL
Comal ,268.3997299,2596,123064,113640,4,7,100.0,318,2793,3,41,29,245,558,2104,131,9,118480,48,91,TX
Conway ,268.2984232,127,21351,21351,3,3,100.0,57,593,0,8,0,49,112,446,35,10,21245,5,29,AR
Otero ,268.2272616,1834,65808,65112,4,3,96.0581,176,1205,0,11,10,155,319,823,62,8,65616,35,35,NM
White ,268.0596605,699,15395,14075,7,4,93.2422,39,343,2,6,2,29,70,252,21,0,14549,17,193,IL
Galveston ,267.9427085,2634,312474,300176,15,15,100.0,822,9064,7,105,271,439,2049,6549,466,39,306782,48,167,TX
Mason ,267.78187349999996,3009,61617,61617,2,2,100.0,162,2577,6,27,22,107,914,1407,256,12,60497,53,45,WA
Caswell ,267.35661919999995,1928,23635,23635,3,1,100.0,62,519,2,8,4,48,214,288,17,7,23190,37,33,NC
Benton ,267.1757334,116,222170,228420,15,15,100.0,634,4851,3,112,29,490,1214,3461,176,22,237297,5,7,AR
Essex ,267.1653754,2878,11329,11329,3,3,100.0,30,238,0,4,2,24,63,168,7,0,11229,51,57,VA
Howard ,267.037216,738,83059,83059,4,4,100.0,221,2363,4,19,63,135,682,1574,107,1,82760,18,67,IN
Salem ,267.0104042,1809,66226,66226,12,11,100.0,174,1526,1,13,47,113,488,987,50,13,65166,34,33,NJ
Osage ,266.7389085,2211,35889,47717,4,8,98.1614,128,1039,1,18,20,90,358,593,89,17,47987,40,113,OK
Ottawa ,266.7080167,2212,32056,32056,4,4,92.8978,86,828,0,4,5,77,207,583,38,5,32245,40,115,OK
Cape May ,265.9102996,1797,97077,97077,17,16,100.0,255,4416,2,12,53,187,1054,3278,84,3,95897,34,9,NJ
Clear Creek ,265.7513011,257,9137,9137,4,4,100.0,24,149,0,1,1,22,30,108,11,8,9031,8,19,CO
Marshall ,265.6442558,1461,36865,8943,3,2,100.0,97,343,1,2,23,71,109,220,14,0,36515,28,93,MS
Phelps ,265.58350260000003,1578,45105,45105,7,7,100.0,119,1404,1,13,11,94,223,1129,52,7,44807,29,161,MO
Dare ,265.5701191,1939,34647,34647,10,8,99.9093,93,1817,2,15,16,60,605,1168,45,10,35019,37,55,NC
Wayne ,265.4632333,3076,38237,41425,9,7,97.689,110,990,2,10,14,84,300,629,61,10,41437,54,99,WV
Santa Clara ,265.4076897,230,1826156,1826156,27,23,100.0,4942,47992,55,402,1639,2846,8940,28055,10997,312,1862041,6,85,CA
Warrick ,265.360612,791,60464,60464,3,3,100.0,162,936,0,12,6,144,126,771,39,7,61049,18,173,IN
Monroe ,265.3348939,1300,149609,143216,8,7,100.0,399,3874,5,67,93,234,1044,2599,231,35,150376,26,115,MI
Wright ,265.2519894,1611,18939,18939,5,6,95.7997,49,392,1,2,1,45,102,275,15,4,18473,29,229,MO
Cobb ,264.2256585,426,705036,704996,14,11,100.0,1895,16721,15,119,646,1115,4322,11263,1136,44,717190,13,67,GA
Whitfield ,264.2187576,548,104285,101839,7,4,100.0,272,3022,3,19,38,212,780,2121,121,14,102945,13,313,GA
Carbon ,263.9459142,2282,65260,64848,18,16,100.0,171,1341,3,13,17,138,352,953,36,8,64786,42,25,PA
Haywood ,263.5892064,1955,59438,58207,7,4,100.0,156,1707,1,14,19,122,616,996,95,4,59183,37,87,NC
St. Clair ,263.518499,1590,9659,9659,4,4,100.0,25,236,0,0,1,24,83,142,11,0,9487,29,185,MO
Chambers ,263.5010323,2586,31852,36084,3,4,100.0,97,983,0,10,18,69,267,622,94,4,36812,48,71,TX
Worth ,263.0219342,552,22155,22155,4,4,100.0,56,613,2,1,7,46,225,364,24,1,21291,13,321,GA
Lauderdale ,262.9395347,39,93154,93154,8,8,99.4228,244,2312,3,28,55,157,612,1600,100,6,92797,1,77,AL
Delta ,262.837014,1263,37132,37132,4,4,100.0,97,1077,0,23,7,67,145,900,32,3,36905,26,41,MI
Linn ,262.7154267,949,9661,8691,6,4,98.0612,25,156,0,4,0,21,58,81,17,5,9516,20,107,KS
Martin ,262.4567806,367,149507,149507,14,7,100.0,397,3223,4,36,88,269,721,2369,133,11,151263,12,85,FL
Warren ,262.454435,2004,21068,21068,5,3,96.4433,54,545,2,6,6,40,211,283,51,5,20575,37,185,NC
Barbour ,262.37328560000003,3027,16520,16520,7,5,100.0,44,146,0,0,0,44,70,66,10,0,16770,54,1,WV
Hartley ,262.295082,2653,3323,6060,1,2,100.0,16,96,0,2,0,14,32,59,5,1,6100,48,205,TX
Delaware ,262.16335840000005,722,118028,118029,4,5,100.0,308,3777,1,11,104,192,914,2631,232,41,117484,18,35,IN
Sequoyah ,262.0214469,2222,42601,42601,5,5,100.0,108,869,0,11,2,95,239,587,43,12,41218,40,135,OK
Lumpkin ,261.9833107,486,30351,30351,2,2,100.0,81,456,0,11,2,68,117,311,28,2,30918,13,187,GA
Callaway ,261.502739,1511,44482,44482,5,5,100.0,116,1309,1,4,12,99,318,941,50,3,44359,29,27,MO
Starr ,261.446347,2764,62639,62639,5,5,100.0,162,1013,2,9,10,141,349,592,72,5,61963,48,427,TX
Butte ,261.374637,2397,10374,10374,2,2,100.0,27,169,0,12,0,15,44,123,2,1,10330,46,19,SD
Madison ,261.3387287,752,131653,131646,6,6,100.0,341,4069,3,60,88,190,965,2842,262,41,130482,18,95,IN
Le Flore ,261.18053599999996,2194,50939,50939,8,8,100.0,130,1011,1,14,5,110,356,587,68,8,49774,40,79,OK
Harrison ,260.97546830000005,3043,69438,66433,15,10,100.0,180,1502,1,12,14,153,296,1136,70,10,68972,54,33,WV
Page ,260.9304398,869,16049,16049,3,3,67.6678,41,362,0,3,2,36,99,242,21,2,15713,19,145,IA
Bennett ,260.7184241,2391,3480,3480,2,2,100.0,9,21,0,1,0,8,2,15,4,1,3452,46,7,SD
Sandoval ,260.6626396,1838,134604,133857,5,5,99.4711,356,2444,4,28,30,293,595,1648,201,17,136575,35,43,NM
Wexford ,260.3767805,1325,32742,32742,4,4,97.3775,85,741,0,29,7,49,139,590,12,3,32645,26,165,MI
Shoshone ,260.0472813,597,12758,12758,4,4,86.1734,33,246,2,3,0,29,74,152,20,2,12690,16,79,ID
Wayne ,259.7555936,2546,17091,17091,4,4,100.0,44,147,1,2,0,41,46,93,8,3,16939,47,181,TN
Garvin ,259.7497622,2179,27633,27621,6,6,100.0,71,674,0,8,10,53,221,410,43,17,27334,40,49,OK
Polk ,259.7484874,1386,31658,31658,3,3,100.0,82,584,1,32,3,46,129,429,26,12,31569,27,119,MN
Lehigh ,259.65102,2308,344878,353519,23,22,100.0,922,9620,21,92,478,331,1925,7098,597,41,355092,42,77,PA
Monroe ,259.35949480000005,757,140237,140237,5,5,100.0,368,4839,4,49,54,262,941,3648,251,28,141888,18,105,IN
Chase ,259.25925930000005,904,2831,2831,1,1,100.0,7,49,0,0,0,7,40,8,1,1,2700,20,17,KS
St. Clair ,259.2401025,1316,161401,161759,9,11,100.0,416,3310,3,51,56,306,791,2382,137,30,160469,26,147,MI
Cherry ,259.1568763,1686,5801,5801,3,3,100.0,15,42,0,2,0,13,6,29,7,0,5788,31,31,NE
Christian ,258.875241,1025,73777,73030,8,5,99.2085,192,2182,6,32,67,87,670,1408,104,14,74167,21,47,KY
Cameron ,258.8214994,2581,420325,420325,20,18,100.0,1080,16754,13,98,237,732,3092,13186,476,73,417276,48,61,TX
DeKalb ,258.7334473,621,104578,97861,13,10,100.0,271,2220,1,47,31,192,337,1836,47,22,104741,17,37,IL
Washington ,258.71059180000003,1224,149634,149634,7,7,100.0,387,3068,3,21,104,259,810,2044,214,43,149588,24,43,MD
Covington ,258.67074909999997,20,38211,38211,9,9,93.1355,98,1004,1,13,7,78,282,684,38,12,37886,1,39,AL
Clinton ,258.2330781,716,33208,33208,3,3,100.0,85,1070,0,12,17,56,190,822,58,2,32916,18,23,IN
Silver Bow ,257.79914840000004,1659,34622,34622,1,1,100.0,89,1280,0,3,6,80,197,978,105,4,34523,30,93,MT
Oneida ,257.7220284,1881,235552,235552,22,16,98.5208,602,5792,2,43,165,392,1212,4387,192,37,233585,36,65,NY
Union ,257.6638478,388,15598,15598,9,4,100.0,39,153,1,1,7,30,64,80,9,2,15136,12,125,FL
Macon ,257.3340196,1558,15620,15620,3,3,100.0,40,356,0,1,0,39,111,233,12,1,15544,29,121,MO
Flagler ,257.11312979999997,342,98766,98705,11,5,100.0,257,1942,1,8,38,210,436,1432,74,6,99956,12,35,FL
Logan ,256.97503670000003,656,30154,28473,4,3,100.0,77,560,0,11,7,59,164,387,9,4,29964,17,107,IL
Smith ,256.8942015,2535,19308,19308,4,4,100.0,49,390,0,6,4,39,135,228,27,2,19074,47,159,TN
Frederick ,256.8255533,1213,239031,239031,5,5,100.0,620,3989,1,50,131,438,676,3115,198,30,241409,24,21,MD
Maui ,256.5511042,557,158760,158760,1,1,100.0,411,6003,5,44,115,247,1067,4419,517,73,160202,15,9,HI
Candler ,256.0117034,414,11396,4267,3,1,100.0,28,200,0,1,9,18,61,139,0,0,10937,13,43,GA
Kalkaska ,255.8734589,1282,17172,16367,4,3,100.0,44,486,0,28,1,15,161,308,17,2,17196,26,79,MI
Snyder ,255.86353939999998,2324,39884,39884,9,9,100.0,102,658,0,10,11,81,134,508,16,3,39865,42,109,PA
Morgan ,254.6186147,52,120522,120435,8,8,93.4811,305,3875,2,16,86,201,1114,2595,166,12,119787,1,103,AL
Harnett ,254.42646040000002,1954,120520,110680,9,6,98.6556,318,3155,4,20,57,237,1203,1802,150,18,124987,37,85,NC
Sumner ,254.33427999999998,991,22927,23412,7,7,95.88600000000001,60,649,0,8,3,49,172,453,24,3,23591,20,191,KS
Pope ,254.20883500000002,170,62568,62568,6,6,100.0,159,1877,1,28,7,123,526,1243,108,3,62547,5,115,AR
Grayson ,254.1825701,2641,123245,123237,13,13,100.0,311,3761,3,32,48,228,1013,2511,237,14,122353,48,181,TX
Blair ,254.1286002,2276,127305,127305,20,20,100.0,321,2110,6,44,38,233,386,1644,80,24,126314,42,13,PA
Fremont ,254.0311296,269,48002,48002,3,3,100.0,118,853,0,23,5,90,198,625,30,4,46451,8,43,CO
Van Buren ,253.95700449999998,183,17331,17148,3,3,100.0,43,321,1,3,0,39,63,234,24,5,16932,5,141,AR
Franklin ,253.9301461,2997,84273,84273,3,3,100.0,220,1962,1,19,46,154,525,1242,195,11,86638,53,21,WA
Lincoln ,253.66824169999998,1829,20487,20487,5,5,96.7365,51,538,2,6,3,40,179,341,18,0,20105,35,27,NM
Lowndes ,253.6630954,1458,59799,59799,2,2,94.9624,152,1653,1,7,19,125,600,1001,52,4,59922,28,87,MS
Johnson ,253.3821999,2676,161229,155021,8,10,100.0,392,3717,5,64,49,274,937,2584,196,22,154707,48,251,TX
Newton ,253.2075792,1570,52286,58524,6,7,100.0,149,2003,3,27,15,104,455,1404,144,22,58845,29,145,MO
Uintah ,253.12895509999998,2829,33611,33611,3,3,100.0,90,667,0,18,4,67,123,506,37,6,35555,49,47,UT
Franklin ,252.17500950000002,1433,8034,8034,2,2,98.469,20,63,1,1,3,15,49,7,7,0,7931,28,37,MS
Fergus ,252.15198680000003,1626,11586,11586,2,2,100.0,29,139,0,4,0,25,17,111,11,2,11501,30,27,MT
Westchester ,251.85744869999996,1908,961058,958799,52,42,98.4882,2440,12557,20,73,915,1432,1903,10020,634,44,968802,36,119,NY
Benton ,251.6881522,2458,16566,16566,4,4,100.0,41,337,0,3,1,37,94,220,23,1,16290,47,5,TN
Hampton city,251.6477809,2962,137905,137905,4,4,100.0,344,4788,12,16,157,159,771,3754,262,28,136699,51,650,VA
Autauga ,251.6019259,1,57161,54604,3,3,100.0,139,1765,3,15,34,87,447,1233,85,108,55246,1,1,AL
Marion ,251.4595203,3051,56587,50878,16,8,100.0,143,532,0,12,12,119,181,327,24,9,56868,54,49,WV
Fentress ,251.270311,2480,18169,18169,3,3,100.0,45,474,1,4,4,36,116,339,19,3,17909,47,49,TN
Clay ,251.1661285,2401,14018,14209,2,3,100.0,35,300,0,6,2,27,45,241,14,0,13935,46,27,SD
Heard ,250.9084617,467,11869,11869,3,3,100.0,29,164,0,3,0,26,38,111,15,0,11558,13,149,GA
Chemung ,250.8304522,1856,89320,89320,11,6,100.0,222,2214,4,2,46,170,398,1770,46,4,88506,36,15,NY
Bedford ,250.7389665,2274,49820,49820,9,9,98.855,123,616,2,77,2,42,182,400,34,7,49055,42,9,PA
Franklin ,250.56215869999997,1946,60829,61746,8,7,100.0,156,1322,0,10,22,124,468,776,78,8,62260,37,69,NC
Kanabec ,250.06251559999998,1359,16273,16273,1,1,100.0,40,357,0,3,1,36,104,226,27,3,15996,27,65,MN
Newaygo ,249.9947918,1304,48048,48048,6,6,99.6902,120,994,3,46,2,68,268,684,41,6,48001,26,123,MI
Saline ,249.99125899999999,175,109942,109942,3,3,100.0,286,3238,0,21,40,225,775,2277,186,10,114404,5,125,AR
Scott ,249.82966159999998,2531,22343,22343,3,3,100.0,55,559,2,4,1,48,171,357,31,3,22015,47,151,TN
Ogemaw ,249.5996986,1307,21586,20936,4,3,100.0,53,442,0,15,3,35,148,273,21,6,21234,26,129,MI
York ,249.22260319999995,2336,437478,437478,26,26,100.0,1094,8661,17,104,303,670,1313,7055,293,70,438965,42,133,PA
Roane ,248.83593790000003,2528,50253,54283,5,7,100.0,132,1451,1,12,13,106,467,908,75,13,53047,47,145,TN
Park ,248.6927688,1646,15577,15577,2,2,100.0,39,203,0,5,1,33,23,162,18,5,15682,30,67,MT
Woodson ,248.37007140000003,999,3309,3309,2,2,100.0,8,64,0,1,0,7,25,39,0,1,3221,20,207,KS
Chester ,248.25356499999998,2467,17283,17283,3,3,100.0,43,284,0,2,0,41,110,162,12,1,17321,47,23,TN
Racine ,248.1529525,3133,195888,195888,6,6,100.0,484,5290,6,40,226,212,1430,3673,187,26,195041,55,101,WI
Carroll ,248.13003450000002,120,27616,27616,4,4,100.0,69,705,1,18,3,47,178,471,56,1,27808,5,15,AR
Wake ,248.0783423,2003,942355,938992,25,21,99.9421,2417,23343,21,167,814,1415,5240,16762,1341,108,974289,37,183,NC
Erie ,247.9539341,2294,281440,281440,21,21,100.0,695,7351,11,93,223,368,1808,5332,211,36,280294,42,49,PA
Osage ,247.8007682,965,16389,15612,9,7,89.2049,40,277,0,2,0,38,88,177,13,4,16142,20,139,KS
Codington ,247.7291495,2402,27751,27751,2,2,100.0,69,590,0,14,2,53,132,428,30,2,27853,46,29,SD
Carbon ,247.65049530000002,3158,16015,15571,5,4,100.0,39,331,0,10,0,29,49,264,18,4,15748,56,7,WY
Fort Bend ,247.560798,2629,579526,615642,11,13,100.0,1615,10963,8,88,417,1102,3070,7179,714,41,652365,48,157,TX
Nevada ,247.45417519999998,216,99526,99526,7,6,100.0,243,1843,1,19,19,204,617,1071,155,14,98200,6,57,CA
Ray ,247.40657149999998,1586,23263,23118,8,8,99.9084,57,607,2,9,0,46,157,418,33,6,23039,29,177,MO
Mercer ,247.249351,668,16040,16040,2,2,100.0,40,208,1,4,3,32,68,137,3,1,16178,17,131,IL
Washington ,246.6627974,543,21336,19053,7,5,100.0,51,516,1,1,10,39,132,375,9,2,20676,13,303,GA
Lee ,246.46697540000002,41,139698,144044,3,5,83.306,372,4024,8,26,77,261,954,2942,128,9,150933,1,81,AL
Marshall ,246.46477090000002,3052,32527,29954,10,7,100.0,80,808,0,6,6,68,180,605,23,3,32459,54,51,WV
Stone ,246.4033066,181,12651,12651,2,2,100.0,31,208,0,5,0,26,60,136,12,6,12581,5,137,AR
Park ,246.34755530000004,3169,29007,29007,3,3,100.0,72,481,1,16,2,53,109,359,13,4,29227,56,29,WY
Aransas ,246.3458696,2554,22983,23724,2,3,100.0,60,856,1,11,4,44,229,595,32,5,24356,48,7,TX
Adams ,246.1826114,1415,32136,32136,2,2,100.0,79,1217,4,11,30,34,328,879,10,12,32090,28,1,MS
Bent ,246.13220819999998,252,6336,6336,1,1,100.0,14,89,0,0,1,13,37,50,2,0,5688,8,11,CO
Crawford ,246.090746,619,19866,19866,5,5,87.6057,48,245,0,6,0,42,54,185,6,4,19505,17,33,IL
Pittsburg ,246.06849649999998,2215,45906,45906,6,6,100.0,110,1507,0,29,17,64,449,981,77,11,44703,40,121,OK
Screven ,245.7865169,517,14520,13940,6,3,100.0,35,363,1,1,12,21,99,242,22,0,14240,13,251,GA
San Jacinto ,245.7551385,2754,27202,27202,1,1,100.0,66,718,0,1,8,57,274,355,89,3,26856,48,407,TX
Johnson ,245.72540189999998,476,10353,10081,3,3,96.0421,24,178,0,1,3,20,62,108,8,0,9767,13,167,GA
Clay ,245.6538171,1933,10668,10668,3,1,100.0,26,238,0,2,0,24,100,128,10,0,10584,37,43,NC
Marion ,245.6407418,1561,28581,28267,3,3,100.0,71,1366,1,5,10,55,200,1113,53,1,28904,29,127,MO
Cleburne ,245.26979680000002,124,25846,25999,4,5,100.0,63,893,0,14,3,46,323,518,52,9,25686,5,23,AR
Haskell ,245.1731535,2185,12889,12889,3,3,100.0,32,152,0,2,2,28,44,94,14,4,13052,40,61,OK
Gila ,245.03798089999998,100,53724,45150,5,3,100.0,130,894,1,4,11,114,252,587,55,19,53053,4,7,AZ
Wagoner ,244.3857332,2227,53933,74554,3,7,99.9191,185,1457,2,16,24,143,378,997,83,12,75700,40,145,OK
Ashley ,244.3264577,114,21774,21774,3,3,100.0,52,540,3,3,8,38,198,320,22,9,21283,5,3,AR
El Dorado ,244.30908399999998,196,182616,182616,7,5,100.0,444,2951,3,26,57,358,983,1759,209,12,181737,6,17,CA
Mackinac ,244.100895,1291,11045,11045,4,4,100.0,27,462,0,7,0,20,54,401,7,0,11061,26,97,MI
Carson City,244.08284019999996,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080,32,510,NV
Collier ,244.0805319,336,332611,332611,12,6,100.0,829,5531,6,41,151,631,1356,3932,243,16,339642,12,21,FL
Maries ,243.95653140000002,1560,9394,9394,3,4,100.0,22,128,0,2,1,19,44,78,6,1,9018,29,125,MO
Moore ,243.8914232,2721,22283,22283,4,4,100.0,54,503,1,8,2,43,103,373,27,4,22141,48,341,TX
Jackson ,243.868771,740,43101,43101,4,4,100.0,106,1899,1,9,7,88,296,1505,98,3,43466,18,71,IN
St. Louis ,243.8416276,1395,201539,201539,18,18,100.0,489,6049,2,64,106,317,1078,4695,276,72,200540,27,137,MN
Allen ,243.82810120000002,896,13399,12819,5,4,98.7278,32,397,0,6,1,25,61,324,11,4,13124,20,1,KS
Hillsborough ,243.5734,1788,402466,379267,29,21,100.0,984,9041,2,142,275,565,1695,7007,339,117,403985,33,11,NH
Holmes ,243.44474309999998,354,20144,20144,11,5,100.0,48,249,1,5,3,39,96,137,16,1,19717,12,59,FL
Florence ,243.3628319,3100,4451,4451,1,1,100.0,11,107,0,0,0,11,43,61,3,0,4520,55,37,WI
Hampshire ,243.1138625,1235,159226,157184,27,20,99.8284,388,3160,2,71,33,281,647,2432,81,22,159596,25,15,MA
Franklin ,243.06061929999998,1142,20908,19938,2,1,100.0,50,164,0,3,0,47,39,111,14,0,20571,22,41,LA
Johnson ,242.8946139,848,133458,133554,5,6,100.0,338,2904,2,43,48,245,580,2232,92,12,139155,19,103,IA
Berkeley ,242.85688,3028,105753,105753,8,5,100.0,264,2965,4,23,69,168,726,2082,157,16,108706,54,3,WV
Lincoln ,242.6892374,2429,24667,47319,5,7,100.0,121,1063,0,25,10,86,244,752,67,11,49858,46,83,SD
Blue Earth ,242.64436580000003,1333,64801,64797,6,6,100.0,159,2162,0,26,29,104,410,1679,73,11,65528,27,13,MN
Linn ,242.56144890000002,1555,12602,12590,4,4,100.0,30,260,1,2,1,26,101,148,11,0,12368,29,115,MO
Pike ,242.4151547,1471,40493,38068,4,3,100.0,97,1096,2,4,28,63,356,699,41,0,40014,28,113,MS
Pottawatomie ,242.3868494,970,22032,21380,6,5,99.9474,55,348,0,5,1,49,88,241,19,15,22691,20,149,KS
Pawnee ,242.23339190000002,2213,16813,16833,3,4,100.0,40,191,1,5,4,30,59,116,16,2,16513,40,117,OK
Charlotte ,242.20571099999998,333,162701,162701,11,5,100.0,399,3507,1,24,37,337,910,2475,122,7,164736,12,15,FL
Saguache ,241.6237113,302,6534,6314,2,2,100.0,15,84,0,0,0,15,31,47,6,1,6208,8,109,CO
Haskell ,241.4875634,936,4307,4307,1,1,100.0,10,58,0,0,0,10,14,39,5,0,4141,20,81,KS
Douglas ,241.36370490000002,623,20057,16467,6,5,100.0,48,207,0,3,1,44,86,115,6,1,19887,17,41,IL
Hawkins ,241.1971831,2492,54271,57139,5,6,100.0,137,1559,1,13,14,109,399,1070,89,7,56800,47,73,TN
Beltrami ,240.8583315,1330,45554,45554,3,3,100.0,110,1777,1,30,13,66,236,1496,45,12,45670,27,7,MN
Osceola ,240.76701490000002,1309,23527,23527,4,4,100.0,56,416,0,9,4,43,101,297,18,3,23259,26,133,MI
Elmore ,240.7336645,577,26525,26525,2,2,100.0,63,314,0,7,3,53,57,247,10,10,26170,16,39,ID
Esmeralda ,240.3846154,1769,785,785,1,1,100.0,2,8,0,1,0,1,2,3,3,0,832,32,9,NV
Caldwell ,240.26429069999998,1132,10116,10116,1,1,100.0,24,269,0,0,1,23,86,175,8,3,9989,22,21,LA
Palo Pinto ,240.2380867,2732,30714,28536,2,2,100.0,67,1011,2,4,10,51,219,751,41,4,27889,48,363,TX
Riley ,240.0721543,976,73370,73370,2,2,100.0,181,1505,1,28,24,128,249,1212,44,15,75394,20,161,KS
Edwards ,239.8081535,626,5896,5738,3,3,98.9471,16,59,0,0,0,16,18,39,2,0,6672,17,47,IL
Freestone ,239.23444980000002,2631,19979,19979,4,4,100.0,47,358,1,1,6,39,165,172,21,3,19646,48,161,TX
Lyon ,239.0710383,856,11715,9136,2,1,100.0,28,86,0,3,0,25,22,53,11,0,11712,19,119,IA
Cleveland ,239.05942480000002,1934,99524,97770,8,5,100.0,232,2615,6,27,59,140,957,1566,92,7,97047,37,45,NC
Hickman ,239.0077059,2496,24608,24608,2,2,100.0,58,427,0,5,3,50,170,229,28,0,24267,47,81,TN
